,class,tweet
18399,offensive language, _____al 8220ky_ynf 8220troypanamera brandon jennings easily got the coldest bitch ever8221 damn near lol8221not damn near thats fact
18400,offensive language, _____al exactly dont be gettin no additional pussy for them soft ass tweets jus be you dude lol
18401,offensive language, _____al woww now niggas cant hit u bitches line and ask what u doin nomo
18402,offensive language, _____redd killing these bitches go body for body 128530128524127911
18403,offensive language, ___bria i hate a bitch that acts like she cant be single get your i need a man ass on
18404,offensive language, ___iv 8220camoquay bro even with uno webo i still get more pussy than you 1285868221 128514128514128514128514128514128514128514128514128514128514128514
18405,offensive language, __ashlaaay why does everybody drive like retards when it rains lol
18406,hate speech, __bettyboo you better pray i dont send your nudes out bitch
18407,offensive language, __brookenicole how many bitches have actually gone to the club in a mini ski amp js on questionoftheday
18408,offensive language, __chuuu_ i want this bad bitch epidemic to be over so fast bruhfees cant write a sentence with proper subjectverb agreement now8230
18409,offensive language, __iamjazz shaaaaayy_ i wish i was born in a different generation  cause yall just make my pussy bones hu  sicken ass children 8230
18410,offensive language, __iamjazz where is d hoes  128514
18411,other, __matt29 larry bird 38 128514
18412,offensive language, __nijel niggas be out here loving all they hoesthats a no no
18413,offensive language, __prvncesssss lilnas_ niggas bitches getting exposed128514128514128514128553128555128555128555128555128555
18414,offensive language, __queenshaun 8220juicelessess_ if you ask me every bitch gay8221 true dat true dat
18415,offensive language, __sabrinaaaaa the same hoes is still at it
18416,offensive language, __tharealist dono_44 yea that hoe was rocking friday and last night
18417,offensive language, __tharealist voiceofdstreetz 128514128514 2 many lil bitty bitches
18418,offensive language, __tharealist pskinny31 128514128514128514 chill bitch
18419,offensive language, __tharealist dudes a hoe had me laughin on my only pics128514128514128514
18420,offensive language, __tharealist sum hoes be smoking to look cute bitch u better inhale that shit wasting weed
18421,offensive language, _adrizzzle happy bihday to my chocolate brotha 1nonlydiymike 127880127881 love u hoe httptcoiqixxx1znv
18422,offensive language, _aleahmonique 128079whitdawgem_ real bitches who really hungry wont be out here arguing with bitches on twitter straight flexin
18423,offensive language, _aleksssa brianlovesass_ _aleksssa tbh but a niggah cant have a normal convo with someone lmaohoes will be hoes brian lol
18424,offensive language, _allaboutashley when will you guys leave that childish pussy alone get that sophisticated pussy
18425,offensive language, _amaaari bitches be fake af 128514128581
18426,offensive language, _ashwhole 8220terrylee__ 8220______0__o_____  8220ihitmodelsraw hits blunt httpstcowiqgndxgnm 82218221 this hoe thought she was so dee8230
18427,hate speech, _asslxrd_ my inner nigger is coming out
18428,offensive language, _ayeeexo fxck outta here hoe 9996
18429,offensive language, _ayejayydoe uglyassayekay dumb bitch im singing to you bitch
18430,offensive language, _ayejayydoe this hoe never called me like she said uglyassayekay
18431,offensive language," _blkarab24 whats a bad bitch to 
a queen with goals10067"
18432,offensive language, _blvcksxul when u see a bitch that don8217t like u look at u8230 httptcovao8ovq4xm
18433,offensive language, _brooklynnmsb it aint nothing to cut that bitch off 128076128129
18434,offensive language, _campkevin bitches be thinking they are soooo out here like no your just an everyday average instagram bitch
18435,other, _chocgirl rich homie and bird man gone be at mansion 233lan tonight 128064
18436,offensive language, _chrisssssyxo bad bitch give me head like lice 
18437,offensive language, _clearlyspoken side bxtches gettin lit up outchea yall birds better tighten up
18438,offensive language, _daijak i tell you anything on this bitch i better get a thank you fuck wrong w you dumb ass i wanna be famous ass 3 mixtapes cant r8230
18439,offensive language, _danieebro all these bitches fake if you ask me
18440,offensive language, _deemarieeeee nomatter how much im feeling you u cant compete with girls who throw the pussy im just gonna always take the l
18441,offensive language, _elennamichelle erykahminor_ miss ya too nigger 128539128536128536128536128536128525
18442,offensive language, _emilyscraba my sugar daddy is following this bitch fuckin hoe that use to be my friend this is bullshit
18443,offensive language, _fckwhatyathink uce_ina shi8217now i dont wanna rant bc my first impression would be that im a such a bitch 128514 lmao
18444,offensive language, _forevernee i hate a copy cat ass bitch monkey see monkey do ass bitch 128544
18445,offensive language, _getmeauxmoney 8220100046729 8220_getmeauxmoney nobody cares about kirk bosley no8221i care bout my cousin hoe8221 httptcok1olu522ft
18446,offensive language, _gotti300 1stblocjeremiah 1st block bitch wassup
18447,offensive language, _groovyg me 2nite bitches httptconltodb7xze
18448,offensive language, _groovymovie 8220shane_a1 hmu talmbout match but when i pull up its 30 other niccas wit ya 1285308221 smfh shit like that kill me
18449,offensive language, _haleybeeee im a boss ass bitch mostdoubt3d6 emilymorring
18450,offensive language, _hillzzz this is real life 128557  nowomanisright she want to give u pussy so bad she mad at u cus u fucking it up
18451,offensive language, _honeysays 8220nipseyhussle sometime u gotta shut down all tha fun and get tha  rite get ugly on these hoes and eat8221
18452,offensive language, _iamdizzy a hoe gone be a hoe and dats 100 nd when a nigga broke them hoes act funny
18453,offensive language, _ichrisp 8220shane_a1 swear me n zee da only niccas who aint got da update yet8221ltim right there wit cha bruh
18454,offensive language, _iforeign you talking shit 128567 but yo pockets aint shit 128169 yo bitch aint shit 128169 yo life aint shit 128169 nigga you just a aint shit as nig8230
18455,offensive language, _igother her pussy fatter than ya dick lmao
18456,hate speech, _ihatemoon all these bitches amp niggaz with they imaginary haters 
18457,offensive language, _imadeherwise idc about your story if petey pablo said your name in freek a leek you automatically a hoe
18458,offensive language, _imcnasty heat lost medical marijuana got rejected rick scott got reelected i still have no hoes todays just been a bad day
18459,offensive language, _iamextra 7 out of 10  taxstone every bitch in houston look good 
18460,offensive language, _illionaire voiceofdstreetz hahahaha signs be funny than a bitch
18461,offensive language, _imredhoe heard a bitch say im ugly but ha nigga thank different 128523 you say you mainline he dont treat me no different 9996128540
18462,offensive language, _imjustvee ever wanna text somebody and be like bitch die i hope you dont wake up you low down diy muthafxcka128520
18463,offensive language, _indylovee these bitch niggas couldnt live my cold lifetyle128184128080128523
18464,offensive language, _itskilla_ yall hoes love football
18465,offensive language, _jahmall_ 8220_blueunicorns df bruh httptcoeivjyapkud8221 go wash the dishes in the sink then come upstairs and eat this pussy
18466,offensive language, _jeff_hank lgreiner3 versharky raycewarden bigjohn_studd fuck no id be gettin swole in there like everyday nigger
18467,offensive language, _juicewayne i swear its the huge bitches that think they the baddest
18468,offensive language," _justcallmetajj imma cool as bitch so if a bitch dont like me its a personal problem 
"
18469,offensive language, _katrinasalazar this what most of yall hoes need to admit  httpstcosxz6y0hrr0
18470,offensive language, _kivnaaa vivalakash 128514128514128514 on god i be thinking that  lol people at school be showing me this nigguh videos  im like 128563 he famous oss 128514
18471,offensive language, _koune dont try nd play me ill hoe u harder 128514128076
18472,offensive language, _laddied these hoes sad man
18473,offensive language, _lex_lloyd yall bitches be like 16 looking 25 128553
18474,other, _lvrking chris brown is trash
18475,offensive language, _materialgurlxo how you leave ya mans dead for a broke bitch most these rap niggas on some hoe shit
18476,other, _mikaylahh i asked zzachbarness to get me pink bunnies one time so he brought me yellow chicks128048128149
18477,hate speech, _missvain lmfaooooo gt siurn3r lmaoo thats what u got from this  waddupivy dougie be yamming the coon all that beat boxing 128553
18478,offensive language, _naptural_ nobeeetch when you drop all your hoes for the wrong one and you gotta bring em back httptcovubkmfqyaj lmfaooooooo
18479,offensive language, _onnaa_ 1stblocjeremiah gotta watch these hoes 128064 i swear 128079
18480,other, _pascuzzo salon meanwhile in texas 19yearold man facing 5 years to life in prison for 25 woh of pot brownies httptco438f8230
18481,offensive language, _pgwashere truth b told i have 0 hoes 128514
18482,offensive language, _politeasshole 1 a real nigga would never be hu and crying over pussy they didnt get for two years what kinda gay shit is that
18483,hate speech, _politeasshole 4 only pussy niggas who suck dick cry about someone being in their mentions tweet the person then cry again about the8230
18484,offensive language, _posterboi 128591 lord please dont let this bitch kill my vibe
18485,offensive language, _posterboi and yall niggas jus give up the pussy i wonder how yall feel reading the tl nervous af huh thinkin yall bout to ge8230
18486,offensive language, _prettygirl92 life to sho to be walkin round mad at bitches
18487,offensive language, _prettygirl92 bitches jus love to get me madd
18488,offensive language, _princessshy pussy like girls128571 damn is my pussy gay
18489,offensive language, _reathie 1inkkofrosess any bitch that has ever had a problem with me aint checked shit but my twitter 128541nbs 
18490,offensive language, _sheswatspoppin js met a lil bitch wit a long name mufucka had more letters den tennessee i go gorilla ina pussy rip128527
18491,offensive language, _shorstop if you still put your pride in front of your feelings  then yes bitch your still childish
18492,offensive language, _soulfulsiren 8220vizyisignant when she waives her pussy feesgtgtgtgt8221 bye lawrence 128075
18493,offensive language, _tarynupsheets the single life is hitting for zero like i dont even want hoes
18494,offensive language, _tellmeboutlove i swear these bitches think their still in highschool
18495,offensive language, _tenijieth i believe theres a hood in heaven cause the devil gots a bad bitch
18496,offensive language, _thedarius 8220dopeshitonly man just proofread amp edited this niggah sentence1285141285141285141285141285571285571285578221feel like im back in 6th grade doing daily oral la8230
18497,offensive language, _thedarius 8220jetsandaswisher _thedarius boy i was clean in them bitches8221you loved them damn sandals 128514
18498,offensive language, _tiffnasty lmaoooooo  weed_cloudz if we cuddle then im sliding something thick in your pussy just a warning
18499,hate speech, _tiffnasty why do yall niggas enteain that nicole bitch i dont see how yall can ever take a bitch that posted naked pics serious8230
18500,offensive language, _tonktrippin if you cant do or say ceain shit in front of yo bitch then dont do it
18501,offensive language, _twelvestarr niggas be catching attitudes and expect a bitch to beg plenty of sorrys to figure out whats his problem no
18502,offensive language, _visionaryj sellin my soul for material wishes  fast cars amp bitches
18503,other, _wintergirl93 i dont wanna hear sgt tahmooressis name come outta the preezys mouth he couldnt be bothered then keep his pie ho8230
18504,offensive language, _xcallmeziaa lil stupid ass bitch i aint fucking with you 128514
18505,offensive language, _xmaiya_xmonike whats the difference between a main amp a side bitch  shit yall both getting feed lies amp dick
18506,offensive language, _xchaazelle most of the bitches he fw not old enough to get a id 128514128514so what that tell you 128129
18507,offensive language, _xobrandy blaxxxican invest in some cuains bitch
18508,offensive language, _xplicitcontent if im bad built ok yall built like tractors yall got relationships bitch where mine  128533
18509,offensive language, _yeaimmaboss 8220100046729 i wonder if i  oomf i be like i want fuck would i be wrong or 1285338221 you a be one brave as bitch128514128514
18510,offensive language, _yoonea these bitches cant do nothin for you
18511,offensive language, abreumegan_ sex on 1st date dont mean you a hoe waiting 90 days wont make you a wife cute pics dont mean yall happy having a title8230
18512,offensive language, absoulxo in a relationship theres gonna be bitches badder than yours or niggas doing better than your nigga thats where the loyalty8230
18513,offensive language, acidlacedbong i am so jealous of bitches who can squi 128530
18514,offensive language, adrianalisett_ zulema dont worry bitches only act bold when they have somebody to back them up its cool tho i got you if anything
18515,offensive language, adubbffamous 82204meshewill bring winter back this 70 degrees at 7 am shit is for the birds8221get the fukkk outta here bro
18516,offensive language," adviljr 8220antsyinpantsy adviljr you have no sense of humor so back off their backs8221

ur a lil bitch and im 10"
18517,other, aekulze in hopes of recruiting more women isis opens jihadi finishing school httptcoxlxdfzxs9s vocativ httptcoe3hhznthrk
18518,offensive language, agonyquotez if i had a dollar for every bobby pin ive lost id be one rich bitch
18519,offensive language, agrovelax26 i dont care what any of you bitches say kesha is awesome 10084128076
18520,offensive language, ahh_nicolee these hoes aint loyal
18521,other, ahmadblack35 can someone find the georgia fan who talked trash to me and told me he hope we dont end up like tennessee tell him im 8230
18522,other, ahmiryoung lakers oni thought trash day was monday
18523,offensive language, airam12_ 8220t_rev_13 some of you bitches are dumbbbb8221 they are everywhere trev 128530
18524,offensive language, aivayepvucheer i cant stand a fuck these niggas ass bitch
18525,hate speech, ajade___ everybody tryna fuck the next nigga bitch not knowin that his bitch is the next nigga bitch 128586128566
18526,other, ajbk4life1 how do people not realize the jig 
18527,other, ajjacobs just learned that there was a 1932 japanese political plot to assassinate charlie chaplin pleaseoptionthistweetnow back 
18528,offensive language, albeogomez51 8220nomaambundy92 im not the type of guy to bitch about how hot it is but its about to be 11 and im still sweating8221 q8230
18529,offensive language, alec_myers12 all i want for valentines day is a big booty hoe
18530,offensive language, alec_tiano vinnyrants happy bihday fag boy
18531,offensive language, alex05241 hannah is retarded dont listen to her
18532,offensive language, alexyvette8 8220ghettoannabelle alexyvette8 dont get me staed on you potato head lookin ass bitch8221128514128514128514128514128514128514128514128514128514128514128514128514128514128514128514128514128514128514
18533,other, alex_gtz13 cause im as free as a bird now and this bird you can not change 127926
18534,offensive language, alex_mizz310 huntermoore why do you call most guys that talk shit to you fags then you should use another word hypocrite
18535,offensive language, alexis_mahnal 128557128557idntwearcondoms if i cum on your pussy dont be tryna rub it in like they do in the pornos cuz if u get pregnant tha8230
18536,hate speech, alexishope_2014 you got niggas amp i got bitches but i want you 128149127926
18537,offensive language, alexiss_11 diii bitches 128527128158 violetannt tashh_x0 httptcogwkbq3l0s4
18538,offensive language, alexiswoa_  now i know why niggas have sides my bitch boring 
18539,other, alexlundry charlie baker
18540,other, alicia_enz im the only person who likes yellow starburst i feel
18541,other, alicia_garcia3 thats why god made brownies to replace boys
18542,offensive language, alightskinnigga when a girl bring up my hoes when im trying to get to know her httptcoynbwcmgeb4
18543,other, alison_cherry nlisa amp i are discussing our awful 90s fashion choices yellow overall shos boxers over leggings what was your bes8230
18544,other, alisonkent also as pa of my release day gift yes we get those this adorable bumblebee bear montlake httptcosc3ajxcirb
18545,offensive language, allisonnamaya_ whitecholo23 omg nathaniel no come here mr pussy mr pussy where are you lol
18546,other, allly_sunn thats what that meanssome kid called me at like 1 in the morning asking me if i wanted to hit the slopes
18547,offensive language, allovevie i know it aint good but these hoes gon do what they wawawaaaaannnnnt
18548,offensive language, allzmicelz how she gets all the bitches httptcodwkd2djorv
18549,offensive language, almostkanye nights like this i wish ride low in the chevy hit the switch in the city burning killa with a bitch
18550,other, almostkanye  resolutionary_ if crabtree woulda caught that over sherman for the game yall woulda said sherman trash amp he got what8230
18551,offensive language, alwayznpolo years of eating and still no beard more of mythology  willyroast2 when you eat pussy it helps yo beard grow this is s8230
18552,offensive language, amara_banks i want some taco truck tacos brenda amp her mom be having them bitches smacking
18553,offensive language, amaurer13 just saw someone riding a bike while wearing camo the bitch is asking to get hit
18554,offensive language, amazingatheist america is like a drunken redneck flailing his fists around raving incoherently hes kind of funny but also your 
18555,other, amh_1126 so nf patpatbush thanks for the follow hun 128536128536
18556,offensive language, amnesty2016 stfu stupid bitch god damn unfuckingfollow me then shit
18557,hate speech, amour_tajiana only fuck niggas would wanna continue to mess with these messy ass bitches vs somebody who has been down for them all a8230
18558,other," amoz1939 drinking
to the last drop
washing teapot 
haiku mijikai"
18559,other, amyalkon school admins take hungry kids lunch amp throw in trash because their lunch funds arent paid up thatll teach em httptc8230
18560,offensive language, anarchistrev i am no longer willing to claim im just like you just queer as my rallying cry
18561,offensive language, anderson6benton 8220t_rev_13 dumb bitches are one thing thatll never become extinct8221 thats real
18562,offensive language, andrenickatina bitch at macdonalds sayu look a lil devilish 2day homeyoh well bitchi woke up like thisi woke up like thisbey8230
18563,offensive language, andresdavid saying who cares comes from a privileged position may you never experience what a queer person goes through and may 8230
18564,offensive language, andrewtylerdick 8220zwhite93 or run wildcat let romo run that deep post and have murray bomb that bitch to tony8221 128514128514128514128514128514128514128514128514128514128514128514
18565,offensive language, angelalonz i feel bad for these young girls that are already hoes
18566,offensive language, angiecuh man how you shittin on all these hoes when youre only cute with make up on 9995128564
18567,offensive language, anibeeezy all these damn bitches on my phone line
18568,other, anilkohli54 mediacrooks so the ball did roll down the slope amp found a natural spot madhutrehan defending brother amp the scumbag sard8230
18569,other, anitaphilmar fairy fun  losing her wings doesnt mean there arent other ways to fly asmsg erotica shostory httptcot6lum8230
18570,offensive language, annamarixae whereyohussleat yessss bitch128166128525128147
18571,other, antglizzygg aint talk 2 my mova n a week first thing she say is where shy an benny 128514
18572,offensive language, antglizzygg tell your bitch that im that nigga now
18573,hate speech, anthonycampos23 lebron your still a bitch you suck nigger hope you die
18574,hate speech, anticvlum noneshallpass97 trash eating trash
18575,other, anticvlum lol im litetally just a walking trash can
18576,offensive language," antijokeapple mom i8217ve had it i8217m dropping out

excuse me

i8217m done with fake bitches the hw all of it done

ur in 2nd grad8230"
18577,other, antoinettea coming up at 515a charlie bakers campaign admits he may have been wrong about the emotional fisherman story from this w8230
18578,offensive language, apablo29 8220wesorrjames if you posted a thunder buddy status yesterday slap yourself8221128514your a basic bitch
18579,offensive language, arabellaann 82200_facingreality finna punch all these bitches in front of me8221 das my girl
18580,offensive language, argenivee its kinda pathetic how these bitches on bgc be 21 amp be acting so childish af
18581,offensive language, arigold_88 jordan wearing bitches need to grow tf up
18582,offensive language, arigold_88 tiny girl cant trust a bitch named tameka no way
18583,offensive language, arigold_88 you and yo bitch break up and she sta lol at another nigga she gone for good bruh
18584,other, arlingtondems hey arlington democrats for you early birds join us busboysandpoets tomorrow its the second saturday of april http8230
18585,offensive language, army_constancio 82201proudmahomiee army_constancio httptco15iziryymj8221 bitches have me like
18586,offensive language, asap_marlene 128546 a bitch that dont like you always gone think you ugly 128514128513128564
18587,offensive language, asaplex this bitch jus blew my high and i was off all of these drugssss
18588,offensive language, ashkardash___ if you let your girl get disrespected and you dont do nothing you should of been born a bitch cuz only bitch niggas le8230
18589,offensive language, asialacap 8220viridoesitt asialacap her face so damn flawless i know her pussy taste like peaches and all my life goals8221 lmfaooooooo
18590,offensive language, assholejaay does being on my dick make any of yall hoes feel relevant  if so  re evaluate your whole life  thanks
18591,offensive language, assjpg bigbrotherleak pussies
18592,offensive language," asvholejay do i have time for these hoes 

 no no no
 no no
 no _ no
 no no
 8230"
18593,other, attsmcjay one mans trash is another mans treasureperfectly explains strippers with daddy issues
18594,other, audizzle quote of last night ginagaus telling me to find her a curved stick and shell make a crossbow to shoot a bird down
18595,offensive language, aurie_xo fuking bitches that dont move when you say excuse me is whats wrong in this world
18596,offensive language, austdun bitch we them boys
18597,offensive language, awhooker contrary to belief us queers don8217t go around looking for things to be offended about it8217s just you cisheteros say the darne8230
18598,offensive language, awkwardposts fliing with bitches on twitter like httptcoev2quysbpo
18599,offensive language, axelandrewsss 1279198220tyrxny basic tongue ring to suck dick with and a basic costume recipe for a hoe 8220ohh_kaila ready for work http8230
18600,hate speech, aychmoore most teachers abuse their position theres teaching with discipline and theres being a cunt most are cunts
18601,offensive language, ayooo_moee walk like a big bitch now
18602,offensive language, ayoooitsjelly some niggas act like straight up bitches
18603,offensive language, b0ss561 if youre gonna smoke weed then do you but alcohol is just stupid you faggots are getting more stupid drinking it
18604,offensive language, b0ss561 yall hoes be looking so bad in your avis then i look at the rest of your pics and u ugly as shit
18605,offensive language, b0ujib00ty i feel like the main reason bitches still have stank pus in 2014 is because they genuinely dont know how to wash it prope8230
18606,offensive language, b_kolinskyy drop that bitch j_hikes on the atomic bomb
18607,other, babiesdressup what a silly little monkey 128584 httptcodmklk4k147
18608,offensive language, babyjaypops breadtruckkbri why everybody sayin i dont listen 128557128514128557u dont bitch u gone learn one day
18609,offensive language, babyyhogg ayy fag  you still having your pay tonight  weidie1211 127867127867128540
18610,offensive language, backtobriality 8220overlyliked only real niggas know no matter how hungry you are you better let these bitches cool off httptcot8230
18611,offensive language, bad_boy_six damn faggots tcot httptco4gkgam6aeo
18612,other, badblogger69 wenchbucket that monkey is from hell
18613,offensive language, baddiewhitt_ the older i get the less i give a fuck 1285149996  beef 128074  bitch please 9995 loosing friends bitch bye 128514128075 drama  ill pass 128080128683
18614,offensive language, badgalzolanski retweet if ur dick will choke a bitch 128514
18615,offensive language, badlvck bitches lt
18616,other, badnradbrad whattheflocka lol have u seen when ike and his kindergaen teacher sta having a sexual relationship
18617,offensive language, baeelectronica bitch bye 128514  weare_xci dawg look at this shit httptcodfosx3xkqa
18618,offensive language," baeelectronica this is genius 128221  philthycleo you fat 

nigga so is this pussy since we statin facts 128557"
18619,offensive language, bakedalaska bitch took flight 128557 httptcowxgtxa7sya
18620,other, bakedbeansbro throw me in trash httptcogvgmjj6vyi
18621,other," bakedbrotatoes spits out animal cracker
this doesnt even taste like hippo"
18622,offensive language, ballerlifee i took the hoe to burger king12851412851499959995
18623,offensive language," balvarezzzz 82203phonekibagami balvarezzzz why you hu my feelings8221 

jk 3phone you pull all the hoes wit the nice weaves"
18624,offensive language, bankheist its always anime faggots that got some shit to say lmao you in love with some damn caoons lol fuckin nerds
18625,hate speech, bankheist youre a retard shawnacarr99
18626,other, bansky lebron doesnt turn 30 til december he made 5 trips faster than kobe shaq mike or bird hell be back yal act like hes retirin8230
18627,offensive language, basedamerican aye fam you think you can line me up i saw a bad bitch in mrs bridgets room httptcooal9wljmge
18628,offensive language," basedamerican ayo take this pic for me fam

you think the bitches gon fuck with this pic httptcon4bzyk1dh4"
18629,offensive language, basedamerican this burger 3 days old but i eat 19 yr old pussy so i should be fine right  httptcoihvxyab2vn
18630,offensive language, basedamerican when you stuck in the middle of the jungle but see a bad bitch chillin by the mango tree httptcoyrpgm7jc1s
18631,offensive language, baskgod main bitches saying i hate a send me a pic ass nigga be answering every single one of dj ricearonis request
18632,offensive language, bayleebork rahshauna keep your avi hoe
18633,offensive language, bayleigh_16 how you fuck for cash but you not a hoe
18634,offensive language, bbcwhorship 8220bored_rappers httptcozficqys3dy8221 i want to be filled with hot nigger seed
18635,offensive language, bbrowne69 aliciaalexis209 collegefession shut up bitch everyones perfect the way they are
18636,offensive language, bclaymoore dude does his girlfriends mom trashes her wedding mopes to folk rock explainafilmplotbadly
18637,offensive language, bdha httptcozprnmy7kqr what a shit heel
18638,other, beauty_briii one of my classmates offered my teacher and brownie and someone said you trying to earn brownie points 128514128514128514128514128514128514128514128514
18639,offensive language, bebalizz123 bagging thot bitches amp giving em head ew nigga you nasty amp youre better off dead
18640,offensive language, bebalizz123 i got all these hoes starin when i walk thru
18641,hate speech, beethetranny can we please stop talking about how some scumbag faggots mugshot is sexy you dumb whores
18642,offensive language, bella_chuchi you hoes aint got no manners
18643,offensive language," belong my self esteem has two levels

8226 im a wohless piece of shit who deserves no love 
 
8226 bow down before me bitches i am you8230"
18644,offensive language, bender3395 im never playing flappy bird again ever fuck that game 128581
18645,offensive language, benjibrown1 a nigga can like one pic amp u bitches so to _____ showing love bitch kill yoself
18646,offensive language, benjibrown1 u hoes are super basic that give sos to ppl liking yall ig pics
18647,offensive language, benjibrown1 u lookin for a boss go get a job bitch
18648,offensive language, berrydabody its unexplainable how booty and fucking ass these bitches be they live to be funny
18649,offensive language," beo__9 them trick niggas splurge on the pussy yo
you give me one day ill purge on that pussy yoooo"
18650,offensive language, best_seth14 now the title bitch doesnt apply to all women but all women have a lil bitch in em
18651,offensive language, bethanylynn__ 8220whitdawgem_ there is nothing wrong with ariana grande just cause she dont look like hoe yall gotta a probl8230
18652,offensive language, beyoncesgedtest the his momma dead bitch really think i cant connect my own lucky number face httptcolfu19f4ovk
18653,offensive language, big_business_  ogflash my chest  pacmanjonez kobe getting docked 100k for calling ref a faggot  icelestial what do yall co8230
18654,other, bigbluexpress cal has a day off and for giggles heads to yankee stadium to hang with derek jeter yep coaching at uk is probably weari8230
18655,offensive language, bigdawgsergio run up on a nigga get to squeezing hoe hahaa
18656,offensive language, bigshaadswerver yo this freezing cold shit so lel n for the birds it crazy
18657,offensive language, bigshaadswerver yu take this money we gon throw a pay on that pussy
18658,offensive language, bijoudulcet yall some bitches nbc
18659,offensive language, billmanoussakis damn i fuck bitches i guess
18660,offensive language, billmanoussakis sinclair hoes dont care how fat they are they all still wear yoga pants and belly shis
18661,offensive language, binniemouse whatsashi lmao i have morals negro unlike you
18662,offensive language, bitcheatme_ like damn bitch yeah its me httptcoxi5pqhbx
18663,offensive language, bitchdicknigga tronkitty bet nigger im waiting for the car keys
18664,offensive language, bitchniggabob if she called me ugly and staed pushin me around id run like a mother fucking pussy screaming for my mom to help htt8230
18665,other, bitterarab now that halloween is fast approaching please understand this we are a culture not a costume to mock and ridicule http8230
18666,other, bjs5555 elect democratic nominee amos powers powers2014 2 congress tn6 defeat tea diane black red2blue tntweeters cir httptc8230
18667,other, bjs5555 elect democratic nominee charlie brown govcharliebrown for gov of tn defeat r gov bill haslam unitebluetn httptco8230
18668,other, bjs5555 elect democratic nominee charlie hardy runwithcharlie to us senate wy defeat tea mike enzi tntweeters cir httptco8230
18669,offensive language, bl0ndeb1tch_ love really is blind stupid cunt of a feeling
18670,offensive language, black_taco_ wtf is boy pussy  lmao you atl nigga sick
18671,offensive language, blackrepublican spike lee is one of those wealthy people he bitches about thats causing gentrification
18672,offensive language, blangblangsich what an inconsiderate bitch
18673,offensive language, blessedai yall claim you want a good amp loyal girl but keep messing with hoes like im confused
18674,other, blogredmachine i wonder if those fans in la feel like charlie brown after lucy pulls the ball away joeyvotto
18675,offensive language, bniceloco charlie sheen is the realest nigga alive httptcopk0nejiovh
18676,hate speech, boburnham in the future gay culture will be considered cool by americas teens and instead of wiggers there will be straggots
18677,offensive language, bodmonting instead of worry bout who that bitch fucking why dont you get you some money
18678,offensive language, bonita_kayla all bitches wanna do is beef over niggas 58382 grow tf up a get ya priorities straight 5793358167
18679,other, boominator 8220cureourcountry rand paul mocks clinton with hillaryslosers pics with failed candidates httptcor8fjtcsj5o httpt8230
18680,offensive language, boss_sant i dont like bitch niggaz and they dont like me 128175 boss up
18681,offensive language, boss_sant i would never trip over a bitch that aint mine 128514128514 niggas clowns man
18682,offensive language," boujjhetto when an irrelevant bitch dislikes u for no reason 128133
 httptcosm1rsmolez"
18683,offensive language, braidedcocks veryproudofya poppunksucks well now im crying like a little bitch
18684,offensive language, breebree1731 what a bitch
18685,other, breely216 the recommended serving size for brownies is all of them
18686,offensive language, brendacoyt_3 tonymainezz15 128514128514128514128514128690 rolling deep af 128072 i even got bitches running after me 128690128111128514128514128514128514128557
18687,offensive language, brendacoyt_3 tonymainezz15 1285309995 naw bruh member when you said that it was your snow  and your bitches 128514128514 thats my cake 128079
18688,offensive language, brianduroha1 bitches aint shit hoes aint neither
18689,other, briangaar old white people complaining about government tyranny is like the yankees being upset that players make too much money
18690,offensive language, briannafbaby good girls take 412 months before they move on only hoes jump from nigga to nigga dont argue with me this is scien8230
18691,offensive language, britnigiles_ dont mention a bitch from your past to me first of all i dont give a fuck second of all i dont care and third i 8230
18692,offensive language, brittanyaflores you got niggas amp i got bitches 128080
18693,offensive language, brookebrooklyn_ spineless bitches in backless dressess
18694,offensive language, brownandbella yassssssssssssss  dearleader10 nothing wrong with black girls having high dick standards our pussy bomb nigga
18695,offensive language, brownandspicey 8220kb_three can i sit on your face 8212 sit on a hot stove bitch httptco0qc5mz3pdl8221 128553128514128557128514128557128514128557
18696,offensive language, bruhlmaoo when bae sings it aint nothin to cut that bitch off with too much enthusiasm httptco2rwy1h0d0f
18697,offensive language, bryannaaaaaa_ ill naturally slap the shit outa oomf that bitch talk to much
18698,other, bspence5 morning_joe msnbc new census questionstempest in teapotaca stayscosts down75milgetting covered is a success story to 8230
18699,offensive language, bubble_wrapme these hoes ain loyal
18700,offensive language, buckupside what kind of world do we live in where bitches are getting surgery to make their butts bigger since when do women want a8230
18701,offensive language, bugattibeez nicki minaj ass so fake a bitch walking around w weave
18702,offensive language, bugattibeez pussy still taste like mcdonalds fries  boosierene i eat pineapples everyday they so good 128553128069
18703,offensive language, bugattibeez to u bitches who have upside down default pictures die nobody has time to flip they phone around to see if u even uglier8230
18704,other, bunnyasmin1125 i still be craving an oreo mcflurry b
18705,offensive language, burnett_dainah california chrome bitches
18706,offensive language, burnthewitchxo i probably am mentally retarded
18707,offensive language, butter_obama i love when nickiminaj say bitch im me 128588
18708,offensive language, bye_bye_byrdy weed aint a drug its a fucking herb bitch
18709,offensive language, ciavdia wow well arent you just a fucking cunt 
18710,offensive language, callmekennn_ im not finna beg a nigga to fwm nor will i beg a bitch to be my friend 128514 fuck yall thought
18711,other, calvin2000 really this is whats concerning him right now mt katiecouric looking forwd to speaking with john kerry tomorrow am abo8230
18712,offensive language, cambryh_ im hes really he on the phone talking to another bitch while you standing in the middle of a damn field clueless http8230
